Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc,corr_perc_backsub,byprod_perc_backsub,INDEL_perc_backsub,WT_perc_backsub
2065,1825,1634,1,190,84,105,1,89.53424657534246,0.0547945205479452,10.41095890410959,4.602739726027397,0.0547945205479452,0.0,2.412958704129587,99.94520547945206
622,540,494,0,46,18,28,0,91.48148148148148,0.0,8.518518518518519,3.3333333333333335,0.0,0.18518518518518512,0.753968253968254,99.81481481481481
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
980,942,855,0,87,11,74,2,90.76433121019109,0.0,9.235668789808917,1.167728237791932,0.0,1.168532893761272,0.0,98.83146710623873
2917,2809,2533,0,276,116,126,34,90.17443930224279,0.0,9.82556069775721,4.1295834816660735,0.0,3.097328507783595,2.2496362521146223,96.9026714922164
885,620,416,0,204,116,87,1,67.09677419354838,0.0,32.903225806451616,18.70967741935484,0.0,16.86947053219001,15.052856041014474,83.13052946780999
2141,1993,1673,0,320,192,126,2,83.94380331159057,0.0,16.056196688409432,9.63371801304566,0.0,1.8367221907278246,3.9150163128911,98.16327780927217
1612,1478,1292,0,186,78,102,6,87.41542625169147,0.0,12.584573748308525,5.2774018944519625,0.0,0.0,1.3584829755330436,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5913,5854,5457,21,376,66,266,44,93.21831226511787,0.358729074137342,6.42295866074479,1.1274342330030749,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1220,758,525,2,231,98,95,38,69.26121372031662,0.2638522427440633,30.474934036939313,12.928759894459104,0.2638522427440633,13.850038464675318,9.587072342245236,85.88610929258061
2392,2227,1970,1,256,115,138,3,88.45981140547822,0.0449034575662326,11.495285136955546,5.163897620116749,0.0449034575662326,0.5538093099835368,2.534550715960684,99.40128723245023
1491,1372,1233,1,138,55,69,14,89.86880466472303,0.0728862973760933,10.058309037900875,4.0087463556851315,0.0,0.0,2.0564686984183203,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
380,364,341,0,23,1,22,0,93.68131868131869,0.0,6.318681318681318,0.27472527472527475,0.0,0.6689638045570243,0.0,99.33103619544298
2280,2253,2073,0,180,24,153,3,92.01065246338216,0.0,7.989347536617843,1.0652463382157125,0.0,0.0,0.0,100.0
2458,2365,2220,0,145,27,101,17,93.86892177589851,0.0,6.13107822410148,1.1416490486257929,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
19,16,0,0,16,16,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
16,16,0,0,16,16,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
993,974,873,0,101,42,56,3,89.63039014373716,0.0,10.369609856262834,4.312114989733059,0.0,2.2571166166738674,1.8783670178563692,97.74288338332613
1495,1375,1099,5,271,85,184,2,79.92727272727272,0.36363636363636365,19.70909090909091,6.181818181818182,0.0,8.934043650111702,3.7243512631036255,91.0659563498883
2328,2147,1810,0,337,196,141,0,84.30367955286447,0.0,15.696320447135538,9.12901723334886,0.0,5.613675819036365,5.327364340786875,94.38632418096364
388,232,186,0,46,31,9,6,80.17241379310344,0.0,19.82758620689655,13.362068965517242,0.0,8.35626451113595,8.623914352050907,91.64373548886405
997,716,527,6,183,142,41,0,73.60335195530726,0.8379888268156425,25.558659217877096,19.83240223463687,0.8379888268156425,13.343090355601648,15.640785468169804,85.81892081758271
1213,1143,998,2,143,76,64,3,87.31408573928259,0.17497812773403323,12.510936132983376,6.649168853893263,0.17497812773403323,2.428631606234406,3.562749100806843,97.39639026603156
758,699,570,1,128,81,42,5,81.54506437768241,0.1430615164520744,18.311874105865524,11.587982832618026,0.1430615164520744,3.830465103908576,7.282699075279474,96.02647337963936
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
877,851,794,0,57,12,45,0,93.30199764982373,0.0,6.698002350176263,1.4101057579318448,0.0,0.0,0.0,100.0
1791,1724,1551,0,173,61,111,1,89.96519721577727,0.0,10.034802784222737,3.5382830626450117,0.0,1.4441987573770998,1.2564038680141394,98.5558012426229
3431,3244,2839,3,402,217,162,23,87.5154130702836,0.09247842170160296,12.392108508014797,6.689272503082614,0.09247842170160296,1.6591242148210803,3.3733911767300833,98.24839736347732
1250,949,361,3,585,480,104,1,38.04004214963119,0.31612223393045313,61.64383561643836,50.5795574288725,0.31612223393045313,37.801640076129615,37.02895708581933,61.882237689939934
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1908,1750,1536,2,212,95,108,9,87.77142857142857,0.11428571428571428,12.114285714285714,5.428571428571429,0.11428571428571428,0.6746970253396984,2.08666911494675,99.21101726037459
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6514,6352,5919,29,404,88,311,5,93.18324937027708,0.45654911838790935,6.3602015113350125,1.385390428211587,0.43162389406089047,0.0,0.0,99.56837610593911
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1132,652,348,10,294,207,85,2,53.374233128834355,1.5337423312883436,45.0920245398773,31.74846625766871,1.2352348686017764,31.858193694106156,28.76339163080304,66.90657143729206
2475,2369,2098,5,266,74,189,3,88.56057408189109,0.21105951878429718,11.22836639932461,3.123680878007598,0.21105951878429718,0.10612191034665486,0.6186708579675178,99.68281857086905
63,62,0,0,62,62,0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2198,1976,1679,8,289,122,165,2,84.96963562753037,0.4048582995951417,14.625506072874494,6.174089068825911,0.4048582995951417,1.7630525412759823,2.8283641617627135,97.83208915912887
3802,3714,3393,1,320,132,182,6,91.35702746365105,0.026925148088314487,8.616047388260636,3.5541195476575123,0.026925148088314487,2.212358863670472,1.4024802033952173,97.76071598824122
553,519,466,0,53,13,39,1,89.78805394990366,0.0,10.211946050096339,2.504816955684008,0.0,3.4478767860270745,1.5307909816580338,96.55212321397292
2408,2339,2173,0,166,35,129,2,92.90294997862334,0.0,7.097050021376656,1.496365968362548,0.0,0.24874368853424134,0.17088732329627399,99.75125631146575
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
635,110,1,3,106,13,93,0,0.9090909090909091,2.727272727272727,96.36363636363636,11.818181818181818,2.727272727272727,47.61363636363636,10.568181818181818,49.659090909090914
182,50,5,10,35,10,15,10,10.0,20.0,70.0,20.0,18.958333333333332,43.95833333333333,15.833333333333332,37.08333333333334
